resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-04-01,2020-12-04,,,,Army Base Repair Organisation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/army-base-repair-organisation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-01-01,2020-12-04,,,,Council for Healthcare Regulatory Excellence,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/council-for-healthcare-regulatory-excellence,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Communication Services Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-communication-services-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-12-04,2020-12-04,,,,Forensic Science Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/forensic-science-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,H.M. Inspectorate of Court Administration,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-inspectorate-of-court-administration,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Child Support Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-child-support-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,General Consumer Council for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/general-consumer-council-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-01-01,2020-12-04,,,,Driver and Vehicle Testing Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/driver-and-vehicle-testing-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Fisheries Conservancy Board for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/fisheries-conservancy-board-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-04-01,2020-12-04,,,,Prescription Pricing Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/prescription-pricing-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-04-01,2020-12-04,,,,NHS Professionals,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-professionals,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-01-01,2020-12-04,,,,NHS Logistics Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-logistics-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-03-31,2020-12-04,,,,NHS Institute for Innovation and Improvement,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-institute-for-innovation-and-improvement,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,NHS Direct National Health Service Trust,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-direct-national-health-service-trust,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-10-31,2020-12-04,,,,NHS Appointments Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-appointments-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2009-04-01,2020-12-04,,,,Mental Health Act Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/mental-health-act-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-03-31,2020-12-04,,,,Dental Vocational Training Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/dental-vocational-training-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-03-31,2020-12-04,,,,Dental Practice Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/dental-practice-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Prison Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-prison-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-04-01,2020-12-04,,,,Business Development Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/business-development-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Special EU Programmes Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/special-eu-programmes-body,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-11-30,2020-12-04,,,,Strategic Rail Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/strategic-rail-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2009-03-31,2020-12-04,,,,Food from Britain,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/food-from-britain,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-04-01,2020-12-04,,,,Health Protection Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/health-protection-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Health and Social Services Estates Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-health-and-social-services-estates-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2012-04-01,2020-12-04,,,,Training and Development Agency for Schools,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/training-and-development-agency-for-schools,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2009-04-01,2020-12-04,,,,Defence Storage and Distribution Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-storage-and-distribution-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Environment and Heritage Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/environment-and-heritage-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-10-14,2020-12-04,,,,Football Licensing Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/football-licensing-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Adult Learning Inspectorate,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/adult-learning-inspectorate,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-04-01,2020-12-04,,,,Defence Procurement Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-procurement-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2011-04-01,2020-12-04,,,,Veterinary Laboratories Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/veterinary-laboratories-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Legal Services Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-legal-services-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-06-29,2020-12-04,,,,Zahid Mubarek Inquiry,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/zahid-mubarek-inquiry,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,North East Education and Library Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-east-education-and-library-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Court of Judicature of Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/court-of-judicature-of-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Equality Commission for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/equality-commission-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Council for Catholic Maintained Schools,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/council-for-catholic-maintained-schools,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-04-16,2020-12-04,,,,North Stockton Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/north-stockton-education-action-zone,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2020-12-04,,,,South Bradford Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/south-bradford-education-action-zone,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-10-01,2020-12-04,,,,UK Transplant,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/uk-transplant,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-09-30,2020-12-04,,,,National Blood Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-blood-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Deepcut Review,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/deepcut-review,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Criminal Justice Inspection Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/criminal-justice-inspection-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,1997-01-01,2020-12-04,,,,Building Research Establishment,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/building-research-establishment,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Social Care Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-social-care-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Armagh Observatory and Planetarium,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/armagh-observatory-and-planetarium,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2020-12-04,,,,East Cleveland Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/east-cleveland-education-action-zone,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2005-01-09,2020-12-04,,,,Speke Garston Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/speke-garston-education-action-zone,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Barrow Education Action Zone,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/barrow-education-action-zone,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-04-01,2020-12-04,,,,Learning and Skills Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/learning-and-skills-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Scottish Sports Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/scottish-sports-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2010-07-01,2020-12-04,,,,Scottish Arts Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/scottish-arts-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Authority for Energy Regulation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-authority-for-energy-regulation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Community Development Foundation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/community-development-foundation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Fire Authority for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/fire-authority-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Local Government Officers' Superannuation Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-local-government-officers-superannuation-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-03-31,2020-12-04,,,,Home-Grown Cereals Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/home-grown-cereals-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Social Security Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/social-security-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2008-03-31,2020-12-04,,,,Crown Agents Holding and Realisation Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/crown-agents-holding-and-realisation-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Department of Agriculture and Rural Development,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-of-agriculture-and-rural-development,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Labour Relations Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/labour-relations-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Staff Commission for Education and Library Boards,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/staff-commission-for-education-and-library-boards,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,"Department of Enterprise, Trade and Investment",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-of-enterprise-trade-and-investment,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office of the First Minister and Deputy First Minister,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-first-minister-and-deputy-first-minister,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Department for Social Development,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-for-social-development,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Department for Regional Development,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-for-regional-development,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,"Department of Health, Social Services and Public Safety",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/department-of-health-social-services-and-public-safety,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2007-05-31,2020-12-04,,,,Office of the Oversight Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-oversight-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office of the Chief Electoral Officer for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-chief-electoral-officer-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2006-11-30,2020-12-04,,,,Community Fund,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/community-fund,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,H.M. Customs and Excise,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/hm-customs-and-excise,
