resource,addressbase-custodian,billing-authority,census-area,combined-authority,end-date,entry-date,esd-inventory,local-authority-type,local-resilience-forum,name,opendatacommunities-area,opendatacommunities-organisation,organisation,region,shielding-hub,start-date,statistical-geography,twitter,website,wikidata
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Wave Hub,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/wave-hub,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Tate,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/tate,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Driver and Vehicle Standards Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/driver-and-vehicle-standards-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Better Regulation Delivery Office,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/better-regulation-delivery-office,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Centre for the Protection of National Infrastructure,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/centre-for-the-protection-of-national-infrastructure,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Open Public Services,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/open-public-services,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Morecambe Bay Investigation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/morecambe-bay-investigation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Bona Vacantia,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bona-vacantia,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,CESG,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/cesg,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Healthcare UK,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/healthcare-uk,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,National Crime Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-crime-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Legal Aid Agency,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/legal-aid-agency,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Government Office for Science,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/government-office-for-science,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,UK Visas and Immigration,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/uk-visas-and-immigration,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office of the Regulator of Community Interest Companies,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-regulator-of-community-interest-companies,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Surveillance Camera Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/surveillance-camera-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Groceries Code Adjudicator,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/groceries-code-adjudicator,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Competition and Markets Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/competition-and-markets-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Government Estates Management,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/government-estates-management,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Biometrics Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/biometrics-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Yorkshire Dales National Park Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/yorkshire-dales-national-park-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,South Downs National Park Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/south-downs-national-park-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Peak District National Park Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/peak-district-national-park,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northumberland National Park Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northumberland-national-park-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2016-01-01,2020-12-04,,,,Infrastructure UK,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/infrastructure-uk,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Health Education England,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/health-education-england,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Health and Social Care Information Centre,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/health-and-social-care-information-centre,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-05-08,2020-12-04,,,,Deputy Prime Minister's Office,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/deputy-prime-ministers-office,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Forensic Science Regulator,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/forensic-science-regulator,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Border Force,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/border-force,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Animals in Science Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/animals-in-science-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Broadmoor Hospital investigation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/investigation-into-the-role-of-jimmy-savile-at-broadmoor-hospital,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,"Prime Minister's Office, 10 Downing Street",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/prime-ministers-office-10-downing-street,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,NHS Pay Review Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-pay-review-body,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Review Body on Doctors' and Dentists' Remuneration,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/review-body-on-doctors-and-dentists-remuneration,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,NHS Business Services Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-business-services-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Independent Reconfiguration Panel,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-reconfiguration-panel,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/committee-on-mutagenicity-of-chemicals-in-food-consumer-products-and-the-environment,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Commission on Human Medicines,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/commission-on-human-medicines,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,British Pharmacopoeia Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/british-pharmacopoeia,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Administration of Radioactive Substances Advisory Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/administration-of-radioactive-substances-advisory-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Advisory Committee on Clinical Excellence Awards,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/advisory-committee-on-clinical-excellence-awards,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Insolvency Practitioners Tribunal,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/insolvency-practitioners-tribunal,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-02-05,2020-12-04,,,,Behavioural Insights Team,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/behavioural-insights-team,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Parliamentary and Health Service Ombudsman,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-parliamentary-and-health-service-ombudsman,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-03-25,2020-12-04,,,,The McKay Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/mckay-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Commissioner for Public Appointments,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/commissioner-for-public-appointments,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Criminal Procedure Rule Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/criminal-procedure-rule-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office of the Parliamentary Counsel,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-the-parliamentary-counsel,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office for Low Emission Vehicles,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-for-low-emission-vehicles,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Interception of Communications Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/interception-of-communications-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Intelligence Services Commissioner,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/intelligence-services-commissioner,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Independent Reviewer of Terrorism Legislation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-reviewer-of-terrorism-legislation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Social Mobility and Child Poverty Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/social-mobility-and-child-poverty-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Disclosure and Barring Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/disclosure-and-barring-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Board of Trustees of the Royal Botanic Gardens Kew,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/board-of-trustees-of-the-royal-botanic-gardens-kew,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Efficiency and Reform Group,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/efficiency-and-reform-group,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Government Equalities Office,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/government-equalities-office,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,National security and intelligence,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-security,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Chief Fire and Rescue Adviser,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/chief-fire-and-rescue-adviser-unit,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Local Government Ombudsman,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/local-government-ombudsman,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office for Life Sciences,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-for-life-sciences,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-07-13,2020-12-04,,,,West Northamptonshire Development Corporation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-west-northamptonshire-development-corporation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Shareholder Executive,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-shareholder-executive,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Joint Forces Command,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/joint-forces-command,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Infrastructure Organisation,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-infrastructure-organisation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Defence Equipment and Support,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/defence-equipment-and-support,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Airports Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/airports-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,London and Continental Railways Ltd,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/london-and-continental-railways-ltd,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Chevening Scholarship Programme,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/chevening-foundation,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Advisory Panel on Public Sector Information,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/advisory-panel-on-public-sector-information,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,NHS Blood and Transplant,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-blood-and-transplant,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,NHS Trust Development Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-trust-development-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Health Research Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/health-research-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,NHS England,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/nhs-commissioning-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Public Health England,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/public-health-england,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2015-03-31,2020-12-04,,,,Review Board for Government Contracts,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/review-board-for-government-contracts,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,National Institute for Health and Care Excellence,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/national-institute-for-clinical-excellence,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Marine Accident Investigation Branch,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/marine-accident-investigation-branch,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Civil Aviation Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/civil-aviation-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Trust ports,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/trust-ports,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,BRB (Residuary) Ltd,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/brb-residuary-ltd,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-04-01,2020-12-04,,,,Railway Heritage Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/railway-heritage-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Traffic Commissioners for Great Britain,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/traffic-commissioners,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Passenger Focus,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/passenger-focus,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Lighthouse Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-lighthouse-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Trinity House,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/trinity-house,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,British Transport Police Authority,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/british-transport-police-authority,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,High Speed Two (HS2) Limited,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/high-speed-two-limited,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Directly Operated Railways Limited,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/directly-operated-railways-limited,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2014-10-01,2020-12-04,,,,Police Negotiating Board,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/police-negotiating-board,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Office of Surveillance Commissioners,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/office-of-surveillance-commissioners,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Independent Police Complaints Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-police-complaint-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Tribunal Procedure Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/tribunal-procedure-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Prison Service Pay Review Body,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/prison-services-pay-review-body,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Insolvency Rules Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/insolvency-rules-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,"Independent Monitoring Boards of Prisons, Immigration, Removal Centres and Short Term Holding Rooms",,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-monitoring-boards-of-prisons-immigration-removal-centres-and-short-term-holding-rooms,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Independent Advisory Panel on Deaths in Custody,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/independent-advisory-panel-on-deaths-in-custody,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Family Procedure Rule Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/family-procedure-rule-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Family Justice Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/family-justice-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Civil Procedure Rule Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/civil-procedure-rules-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Advisory Council on National Records and Archives,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-advisory-council-on-national-records-and-archives,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Advisory Committees on Justices of the Peace,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/advisory-committees-on-justices-of-the-peace,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,2013-08-19,2020-12-04,,,,Administrative Justice and Tribunals Council,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/administrative-justice-and-tribunals-council,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Supreme Court of the United Kingdom,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/supreme-court-of-the-united-kingdom,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Royal Mint Advisory Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/royal-mint-advisory-committee,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,The Adjudicator’s Office,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/the-adjudicator-s-office,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Boundary Commission for Wales,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/boundary-commission-for-wales,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Boundary Commission for Scotland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/boundary-commission-for-scotland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Parades Commission for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/parades-commission-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Northern Ireland Human Rights Commission,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/northern-ireland-human-rights-commission,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Boundary Commission for Northern Ireland,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/boundary-commission-for-northern-ireland,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,BBC World Service,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/bbc-world-service,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Great Britain-China Centre,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/great-britain-china-centre,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Drinking Water Inspectorate,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/drinking-water-inspectorate,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Plant Varieties and Seeds Tribunal,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/plant-varieties-and-seeds-tribunal,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Agricultural Dwelling House Advisory Committees (x16),,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/agricultural-dwelling-house-advisory-committees-x16,
cf49bc748be86776f0879995dab3a501c2a8af729782f4a58109d2097bdf0c2c,,,,,,2020-12-04,,,,Agricultural Wages Committee,,,government-organisation:OT1056,,,,,,https://www.gov.uk/government/organisations/agricultural-wages-committee-x13,
